ID,Player,Team,Position,Year,Week,Home,Atts,Comps,Comp %,Yards,Yards per Att,Yards per Comp,Ints,TDs,Two Pts,Two Pt Atts,Tgt,Rec,Rec %,Yards,Yards per Tgt,Yards per Rec,Yards after Catch,TDs,Two Pts,Carries,Yards,YPC,Yards after Catch,TDs,Two Pts,Fumbles,Fumbles Lost,Fantasy Pts,passingAttsGm,passingCmpsGm,passingCmpPerGm,passingYardsGm,passingIntsGm,passingTDsGm,passingTwoPtsGm,passingTwoPtAttsGm,yardsPerAttGm,yardsPerCmpGm,receivingTargetsGm,receivingReceptionsGm,receivingYardsGm,receivingYardsAfterCatchGm,receivingTDsGm,receivingTwoPtsGm,catchPerGm,yardsPerTarGm,yardsPerCatGm,rushingAttemptsGm,rushingYardsGm,rushingYardsAfterContactGm,rushingTDsGm,rushingTwoPtsGm,yardsPerCarryGm,fumblesGm,fumblesLostGm,fantasyPtsGmattemptsTot,completionsTot,pYardsTot,interceptionsTot,pTdsTot,pTwoPtsTot,pTwoPtAttsTot,targetsTot,receptionsTot,rYardsTot,yardsAfterCatchTot,rTdsTot,rTwoPtsTot,carriesTot,ruYardsTot,yardsAfterContactTot,ruTdsTot,ruTwoPtsTot,fumblesTot,fumblesLostTot,fantasyPtsTotal
00-0030108,Ryan Griffin,HOU,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030112,Tommy Bohanon,JAX,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6.1,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,1,0,1,0,1,1,1,1,0,0,1,0,NaN,0,0,6.10.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,6.1
00-0030117,Kerwynn Williams,ARI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,6,0,0,5,10,2,0,1,0,0,0,7.2,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,2,6,0,0,1,2,2,5,10,0,0,0,Infinity,0,0,7.20.0,0,0,0,0,0,0,1,1,2,6,0,0,5,10,0,1,0,0,0,7.2
00-0030147,Russell Shepard,CAR,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,53,26,0,22,1,0,0,0,0,0,0,0,0,0,11.3,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,53,22,1,0,1,26.5,26.5,0,0,0,1,0,NaN,0,0,11.30.0,0,0,0,0,0,0,2,2,53,22,1,0,0,0,0,0,0,0,0,11.3
00-0030155,Demetrius Harris,KC,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,15,7,0,4,1,0,0,0,0,0,0,0,0,0,7.5,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,15,4,1,0,1,7.5,7.5,0,0,0,1,0,NaN,0,0,7.50.0,0,0,0,0,0,0,2,2,15,4,1,0,0,0,0,0,0,0,0,7.5
00-0030181,Jack Doyle,IND,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,41,13,0,24,0,0,0,0,0,0,0,0,0,0,4.1,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,41,24,0,0,0.666666667,13.66666667,20.5,0,0,0,0,0,NaN,0,0,4.10000000000000050.0,0,0,0,0,0,0,3,2,41,24,0,0,0,0,0,0,0,0,0,4.1
00-0030279,Keenan Allen,LAC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,10,5,0,35,3,0,6,1,0,0,0,0,0,0,0,0,0,9.5,0,0,NaN,0,0,0,0,0,NaN,NaN,10,5,35,6,1,0,0.5,3.5,7,0,0,0,1,0,NaN,0,0,9.50.0,0,0,0,0,0,0,10,5,35,6,1,0,0,0,0,0,0,0,0,9.5
00-0030287,Andre Ellington,ARI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,35,11,0,19,0,0,0,0,0,0,0,0,0,0,3.5,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,35,19,0,0,0.666666667,11.66666667,17.5,0,0,0,0,0,NaN,0,0,3.50.0,0,0,0,0,0,0,3,2,35,19,0,0,0,0,0,0,0,0,0,3.5
00-0030288,Rex Burkhead,NE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,1,0,8,2,0,7,0,0,3,15,5,0,0,0,0,0,2.3,0,0,NaN,0,0,0,0,0,NaN,NaN,3,1,8,7,0,0,0.333333333,2.666666667,8,3,15,0,0,0,Infinity,0,0,2.30.0,0,0,0,0,0,0,3,1,8,7,0,0,3,15,0,0,0,0,0,2.3
00-0030300,Jaron Brown,ARI,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030404,Chris Thompson,WAS,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,4,0,52,10,0,41,1,0,3,4,1,0,0,0,0,0,11.6,0,0,NaN,0,0,0,0,0,NaN,NaN,5,4,52,41,1,0,0.8,10.4,13,3,4,0,1,0,Infinity,0,0,11.60.0,0,0,0,0,0,0,5,4,52,41,1,0,3,4,0,0,0,0,0,11.6
00-0030422,Dion Sims,CHI,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,2,0,31,10,0,20,0,0,0,0,0,0,0,0,0,0,3.1,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,31,20,0,0,0.666666667,10.33333333,15.5,0,0,0,0,0,NaN,0,0,3.10.0,0,0,0,0,0,0,3,2,31,20,0,0,0,0,0,0,0,0,0,3.1
00-0030431,Robert Woods,LA,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,3,0,53,10,0,8,0,0,0,0,0,0,0,0,0,0,5.3,0,0,NaN,0,0,0,0,0,NaN,NaN,5,3,53,8,0,0,0.6,10.6,17.66666667,0,0,0,0,0,NaN,0,0,5.3000000000000010.0,0,0,0,0,0,0,5,3,53,8,0,0,0,0,0,0,0,0,0,5.3
00-0030433,Mike Gillislee,NE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,3,0,3,0,0,0,22.5,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,15,45,0,0,0,Infinity,0,0,22.50.0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,0,3,0,0,0,22.5
00-0030443,Levine Toilolo,ATL,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030456,Giovani Bernard,CIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,1,0,39,19,0,41,0,0,7,40,5,0,0,0,0,0,7.9,0,0,NaN,0,0,0,0,0,NaN,NaN,2,1,39,41,0,0,0.5,19.5,39,7,40,0,0,0,Infinity,0,0,7.90.0,0,0,0,0,0,0,2,1,39,41,0,0,7,40,0,0,0,0,0,7.9
00-0030470,Vance McDonald,PIT,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030472,Jordan Reed,WAS,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,8,5,0,36,4,0,13,0,0,0,0,0,0,0,0,0,0,3.6,0,0,NaN,0,0,0,0,0,NaN,NaN,8,5,36,13,0,0,0.625,4.5,7.2,0,0,0,0,0,NaN,0,0,3.60.0,0,0,0,0,0,0,8,5,36,13,0,0,0,0,0,0,0,0,0,3.6
00-0030485,Eddie Lacy,SEA,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0.3,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,5,3,0,0,0,Infinity,0,0,0.300000000000000040.0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.3
00-0030496,Le'Veon Bell,PIT,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,3,0,15,2,0,21,0,0,10,32,3,0,0,0,0,0,4.7,0,0,NaN,0,0,0,0,0,NaN,NaN,6,3,15,21,0,0,0.5,2.5,5,10,32,0,0,0,Infinity,0,0,4.70.0,0,0,0,0,0,0,6,3,15,21,0,0,10,32,0,0,0,0,0,4.7
00-0030506,Travis Kelce,KC,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,7,5,0,40,5,0,23,0,0,1,4,4,0,0,0,0,0,4.4,0,0,NaN,0,0,0,0,0,NaN,NaN,7,5,40,23,0,0,0.714285714,5.714285714,8,1,4,0,0,0,Infinity,0,0,4.40.0,0,0,0,0,0,0,7,5,40,23,0,0,1,4,0,0,0,0,0,4.4
00-0030513,Latavius Murray,MIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,1,0,-0.4,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,2,6,0,0,0,Infinity,1,0,-0.39999999999999990.0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,-0.4
00-0030516,Brice Butler,DAL,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,1,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NaN,0,0,0,0,0,NaN,NaN,3,1,30,0,0,0,0.333333333,10,30,0,0,0,0,0,NaN,0,0,3.00.0,0,0,0,0,0,0,3,1,30,0,0,0,0,0,0,0,0,0,0,3
00-0030520,Mike Glennon,CHI,QB,2017,1,TRUE,40,26,0,213,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.52,40,26,1.538461538,213,0,1,0,0,5.325,8.192307692,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,1,0,11.5240.0,26,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.52
00-0030525,Tavon Austin,LA,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,0,12,0,0,2,11,5,0,0,0,1,1,-0.2,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,7,12,0,0,1,7,7,2,11,0,0,0,Infinity,1,1,-0.199999999999999730.0,0,0,0,0,0,0,1,1,7,12,0,0,2,11,0,0,0,1,1,-0.2
00-0030542,Terrance Williams,DAL,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,7,6,0,68,9,0,59,0,0,0,0,0,0,0,0,0,0,6.8,0,0,NaN,0,0,0,0,0,NaN,NaN,7,6,68,59,0,0,0.857142857,9.714285714,11.33333333,0,0,0,0,0,NaN,0,0,6.8000000000000010.0,0,0,0,0,0,0,7,6,68,59,0,0,0,0,0,0,0,0,0,6.8
00-0030549,Tyler Eifert,CIN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,4,0,0,0,1,4,4,0,0,0,0,0,NaN,0,0,0.40.0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0.4
00-0030564,DeAndre Hopkins,HOU,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,16,7,0,55,3,0,7,1,0,0,0,0,0,0,0,0,0,11.5,0,0,NaN,0,0,0,0,0,NaN,NaN,16,7,55,7,1,0,0.4375,3.4375,7.857142857,0,0,0,1,0,NaN,0,0,11.50.0,0,0,0,0,0,0,16,7,55,7,1,0,0,0,0,0,0,0,0,11.5
00-0030578,Cordarrelle Patterson,OAK,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,7,0,0,1,5,5,0,0,0,0,0,0.7,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,2,7,0,0,1,2,2,1,5,0,0,0,Infinity,0,0,0.70.0,0,0,0,0,0,0,1,1,2,7,0,0,1,5,0,0,0,0,0,0.7
00-0030656,Isaiah Crowell,CLE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,1,1,2,2,1,33,16,0,35,0,1,17,33,1,0,0,1,0,0,12.6,0,0,NaN,0,0,0,1,1,NaN,NaN,2,2,33,35,0,1,1,16.5,16.5,17,33,0,0,1,Infinity,0,0,12.6000000000000010.0,0,0,0,0,1,1,2,2,33,35,0,1,17,33,0,0,1,0,0,12.6
00-0030668,Charcandrick West,KC,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,3,0,0,1,21,21,0,1,0,0,0,8.5,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,4,3,0,0,1,4,4,1,21,0,0,0,Infinity,0,0,8.50.0,0,0,0,0,0,0,1,1,4,3,0,0,1,21,0,1,0,0,0,8.5
00-0030669,Albert Wilson,KC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,5,5,1,37,7,0,20,0,0,0,0,0,0,0,0,0,0,3.7,0,0,NaN,0,0,0,0,0,NaN,NaN,5,5,37,20,0,0,1,7.4,7.4,0,0,0,0,0,NaN,0,0,3.70.0,0,0,0,0,0,0,5,5,37,20,0,0,0,0,0,0,0,0,0,3.7
00-0030670,Bennie Fowler,DEN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,3,0,21,5,0,0,2,0,0,0,0,0,0,0,0,0,14.1,0,0,NaN,0,0,0,0,0,NaN,NaN,4,3,21,0,2,0,0.75,5.25,7,0,0,0,2,0,NaN,0,0,14.10.0,0,0,0,0,0,0,4,3,21,0,2,0,0,0,0,0,0,0,0,14.1
00-0030710,Trey Burton,PHI,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030801,Brandon Coleman,NO,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,13,4,0,3,0,0,0,0,0,0,0,0,0,0,1.3,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,13,3,0,0,0.666666667,4.333333333,6.5,0,0,0,0,0,NaN,0,0,1.30.0,0,0,0,0,0,0,3,2,13,3,0,0,0,0,0,0,0,0,0,1.3
00-0030821,Allen Hurns,JAX,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,3,0,42,10,0,5,0,0,0,0,0,0,0,0,0,0,4.2,0,0,NaN,0,0,0,0,0,NaN,NaN,4,3,42,5,0,0,0.75,10.5,14,0,0,0,0,0,NaN,0,0,4.20.0,0,0,0,0,0,0,4,3,42,5,0,0,0,0,0,0,0,0,0,4.2
00-0030860,Orleans Darkwa,NYG,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,3,0,0,3,14,4,0,0,0,0,0,1.3,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,-1,3,0,0,1,-1,-1,3,14,0,0,0,Infinity,0,0,1.30.0,0,0,0,0,0,0,1,1,-1,3,0,0,3,14,0,0,0,0,0,1.3
00-0031025,Michael Campanaro,BAL,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,-0.8,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,1,2,0,0,0,Infinity,1,0,-0.80.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,-0.8
00-0031044,Troy Niklas,ARI,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031045,Carlos Hyde,SF,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,6,6,1,32,5,0,32,0,0,9,45,5,0,0,0,0,0,7.7,0,0,NaN,0,0,0,0,0,NaN,NaN,6,6,32,32,0,0,1,5.333333333,5.333333333,9,45,0,0,0,Infinity,0,0,7.70.0,0,0,0,0,0,0,6,6,32,32,0,0,9,45,0,0,0,0,0,7.7
00-0031051,John Brown,ARI,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,1,0,9,4,0,32,3,0,0,0,0,1,10,10,0,0,0,0,0,6.2,0,0,NaN,0,0,0,1,0,NaN,NaN,9,4,32,0,0,0,0.444444444,3.555555556,8,1,10,0,0,0,Infinity,0,0,6.20.0,0,0,0,0,1,0,9,4,32,0,0,0,1,10,0,0,0,0,0,6.2
00-0031060,De'Anthony Thomas,KC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,-2,-2,0,1,0,0,1,4,4,0,0,0,0,0,0.2,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,-2,1,0,0,1,-2,-2,1,4,0,0,0,Infinity,0,0,0.20.0,0,0,0,0,0,0,1,1,-2,1,0,0,1,4,0,0,0,0,0,0.2
00-0031062,James White,NE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,3,0,30,6,0,29,0,0,10,38,3,0,0,0,0,0,6.8,0,0,NaN,0,0,0,0,0,NaN,NaN,5,3,30,29,0,0,0.6,6,10,10,38,0,0,0,Infinity,0,0,6.8000000000000010.0,0,0,0,0,0,0,5,3,30,29,0,0,10,38,0,0,0,0,0,6.8
00-0031064,Tom Savage,HOU,QB,2017,1,TRUE,13,7,0,62,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1.52,13,7,1.857142857,62,0,0,0,0,4.769230769,8.857142857,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,2,2,-1.5213.0,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1.52
00-0031068,Ryan Grant,WAS,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,6,4,0,61,10,0,44,0,0,0,0,0,0,0,0,0,0,6.1,0,0,NaN,0,0,0,0,0,NaN,NaN,6,4,61,44,0,0,0.666666667,10.16666667,15.25,0,0,0,0,0,NaN,0,0,6.10000000000000050.0,0,0,0,0,0,0,6,4,61,44,0,0,0,0,0,0,0,0,0,6.1
00-0031166,Seth Roberts,OAK,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,19,19,0,0,1,0,0,0,0,0,0,0,0,0,7.9,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,19,0,1,0,1,19,19,0,0,0,1,0,NaN,0,0,7.90.0,0,0,0,0,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,7.9
00-0031189,T.J. Jones,DET,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,2,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,NaN,0,0,0,0,0,NaN,NaN,4,2,32,0,0,0,0.5,8,16,0,0,0,0,0,NaN,0,0,3.20.0,0,0,0,0,0,0,4,2,32,0,0,0,0,0,0,0,0,0,0,3.2
00-0031228,Taylor Gabriel,ATL,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,3,0,36,9,0,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0,NaN,0,0,0,0,0,NaN,NaN,4,3,36,6,0,0,0.75,9,12,0,0,0,0,0,NaN,0,0,3.60.0,0,0,0,0,0,0,4,3,36,6,0,0,0,0,0,0,0,0,0,3.6
00-0031236,Brandin Cooks,NE,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,7,3,0,88,12,0,17,0,0,0,0,0,0,0,0,0,0,8.8,0,0,NaN,0,0,0,0,0,NaN,NaN,7,3,88,17,0,0,0.428571429,12.57142857,29.33333333,0,0,0,0,0,NaN,0,0,8.80.0,0,0,0,0,0,0,7,3,88,17,0,0,0,0,0,0,0,0,0,8.8
00-0031257,Paul Richardson,SEA,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,7,4,0,59,8,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,NaN,0,0,0,0,0,NaN,NaN,7,4,59,0,0,0,0.571428571,8.428571429,14.75,0,0,0,0,0,NaN,0,0,5.90.0,0,0,0,0,0,0,7,4,59,0,0,0,0,0,0,0,0,0,0,5.9
00-0031277,Branden Oliver,LAC,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,10,2,0,0,0,0,0,1,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,4,10,0,0,0,Infinity,0,0,1.00.0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,1
00-0031280,Derek Carr,OAK,QB,2017,1,FALSE,32,22,0,262,8,11,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,18.68,32,22,1.454545455,262,0,2,0,0,8.1875,11.90909091,0,0,0,0,0,0,NaN,NaN,NaN,2,2,0,0,0,0.0625,0,0,18.6832.0,22,262,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,18.68
00-0031285,Devonta Freeman,ATL,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,4,0,0,12,37,3,0,1,0,0,0,9.9,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,2,4,0,0,1,1,1,12,37,0,0,0,Infinity,0,0,9.90.0,0,0,0,0,0,0,2,2,2,4,0,0,12,37,0,1,0,0,0,9.9
00-0031299,Jordan Matthews,BUF,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,2,0,61,20,0,42,0,0,0,0,0,0,0,0,0,0,6.1,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,61,42,0,0,0.666666667,20.33333333,30.5,0,0,0,0,0,NaN,0,0,6.10000000000000050.0,0,0,0,0,0,0,3,2,61,42,0,0,0,0,0,0,0,0,0,6.1
00-0031301,Jeremy Hill,CIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,-2,-2,0,3,0,0,6,26,4,0,0,0,0,0,2.4,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,-2,3,0,0,1,-2,-2,6,26,0,0,0,Infinity,0,0,2.40.0,0,0,0,0,0,0,1,1,-2,3,0,0,6,26,0,0,0,0,0,2.4
00-0031302,C.J. Fiedorowicz,HOU,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,4,1,46,11,0,15,0,0,0,0,0,0,0,0,0,0,4.6,0,0,NaN,0,0,0,0,0,NaN,NaN,4,4,46,15,0,0,1,11.5,11.5,0,0,0,0,0,NaN,0,0,4.60000000000000050.0,0,0,0,0,0,0,4,4,46,15,0,0,0,0,0,0,0,0,0,4.6
00-0031315,Matt Hazel,IND,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,1,2,0,0,1,1,1,0,0,0,0,0,NaN,0,0,0.10.0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0.1
00-0031325,Sammy Watkins,LA,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,5,1,58,11,0,27,0,0,0,0,0,0,0,0,0,0,5.8,0,0,NaN,0,0,0,0,0,NaN,NaN,5,5,58,27,0,0,1,11.6,11.6,0,0,0,0,0,NaN,0,0,5.8000000000000010.0,0,0,0,0,0,0,5,5,58,27,0,0,0,0,0,0,0,0,0,5.8
00-0031326,Bruce Ellington,HOU,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031339,Donte Moncrief,IND,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,1,0,50,12,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,NaN,0,0,0,0,0,NaN,NaN,4,1,50,2,0,0,0.25,12.5,50,0,0,0,0,0,NaN,0,0,5.00.0,0,0,0,0,0,0,4,1,50,2,0,0,0,0,0,0,0,0,0,5
00-0031344,Cody Latimer,DEN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031359,Kelvin Benjamin,CAR,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,5,1,0,25,5,0,4,0,0,0,0,0,0,0,0,0,0,2.5,0,0,NaN,0,0,0,0,0,NaN,NaN,5,1,25,4,0,0,0.2,5,25,0,0,0,0,0,NaN,0,0,2.50.0,0,0,0,0,0,0,5,1,25,4,0,0,0,0,0,0,0,0,0,2.5
00-0031373,Martavis Bryant,PIT,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,2,0,14,2,0,3,0,0,0,0,0,0,0,0,0,0,1.4,0,0,NaN,0,0,0,0,0,NaN,NaN,6,2,14,3,0,0,0.333333333,2.333333333,7,0,0,0,0,0,NaN,0,0,1.40000000000000010.0,0,0,0,0,0,0,6,2,14,3,0,0,0,0,0,0,0,0,0,1.4
00-0031375,Terrance West,BAL,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,80,4,0,1,0,0,0,14,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,19,80,0,0,0,Infinity,0,0,14.00.0,0,0,0,0,0,0,1,0,0,0,0,0,19,80,0,1,0,0,0,14
00-0031376,Jerick McKinnon,MIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,3,1,32,10,0,41,0,0,3,5,1,0,0,0,0,0,3.7,0,0,NaN,0,0,0,0,0,NaN,NaN,3,3,32,41,0,0,1,10.66666667,10.66666667,3,5,0,0,0,Infinity,0,0,3.70.0,0,0,0,0,0,0,3,3,32,41,0,0,3,5,0,0,0,0,0,3.7
