ID,Player,Team,Position,Year,Week,Home,Atts,Comps,Comp %,Yards,Yards per Att,Yards per Comp,Ints,TDs,Two Pts,Two Pt Atts,Tgt,Rec,Rec %,Yards,Yards per Tgt,Yards per Rec,Yards after Catch,TDs,Two Pts,Carries,Yards,YPC,Yards after Catch,TDs,Two Pts,Fumbles,Fumbles Lost,Fantasy Pts,passingAttsGm,passingCmpsGm,passingCmpPerGm,passingYardsGm,passingIntsGm,passingTDsGm,passingTwoPtsGm,passingTwoPtAttsGm,yardsPerAttGm,yardsPerCmpGm,receivingTargetsGm,receivingReceptionsGm,receivingYardsGm,receivingYardsAfterCatchGm,receivingTDsGm,receivingTwoPtsGm,catchPerGm,yardsPerTarGm,yardsPerCatGm,rushingAttemptsGm,rushingYardsGm,rushingYardsAfterContactGm,rushingTDsGm,rushingTwoPtsGm,yardsPerCarryGm,fumblesGm,fumblesLostGm,fantasyPtsGmattemptsTot,completionsTot,pYardsTot,interceptionsTot,pTdsTot,pTwoPtsTot,pTwoPtAttsTot,targetsTot,receptionsTot,rYardsTot,yardsAfterCatchTot,rTdsTot,rTwoPtsTot,carriesTot,ruYardsTot,yardsAfterContactTot,ruTdsTot,ruTwoPtsTot,fumblesTot,fumblesLostTot,fantasyPtsTotal
00-0031381,Davante Adams,GB,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,7,3,0,47,6,0,16,0,0,0,0,0,0,0,0,0,0,4.7,0,0,NaN,0,0,0,0,0,NaN,NaN,7,3,47,16,0,0,0.428571429,6.714285714,15.66666667,0,0,0,0,0,NaN,0,0,4.70.0,0,0,0,0,0,0,7,3,47,16,0,0,0,0,0,0,0,0,0,4.7
00-0031387,Eric Ebron,DET,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,2,0,9,3,0,4,0,0,0,0,0,0,0,0,0,0,0.9,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,9,4,0,0,0.666666667,3,4.5,0,0,0,0,0,NaN,0,0,0.90.0,0,0,0,0,0,0,3,2,9,4,0,0,0,0,0,0,0,0,0,0.9
00-0031407,Blake Bortles,JAX,QB,2017,1,FALSE,21,11,0,125,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,10.3,21,11,1.909090909,125,0,1,0,0,5.952380952,11.36363636,0,0,0,0,0,0,NaN,NaN,NaN,3,13,0,0,0,0.619047619,0,0,10.321.0,11,125,0,1,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,10.3
00-0031428,Allen Robinson,JAX,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,17,17,0,2,0,0,0,0,0,0,0,0,0,0,1.7,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,17,2,0,0,1,17,17,0,0,0,0,0,NaN,0,0,1.70000000000000020.0,0,0,0,0,0,0,1,1,17,2,0,0,0,0,0,0,0,0,0,1.7
00-0031431,Marqise Lee,JAX,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,4,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031514,Quan Bray,IND,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031544,Amari Cooper,OAK,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,13,5,0,62,4,0,42,1,0,0,0,0,0,0,0,0,0,12.2,0,0,NaN,0,0,0,0,0,NaN,NaN,13,5,62,42,1,0,0.384615385,4.769230769,12.4,0,0,0,1,0,NaN,0,0,12.20.0,0,0,0,0,0,0,13,5,62,42,1,0,0,0,0,0,0,0,0,12.2
00-0031545,Kevin White,CHI,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,2,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,NaN,0,0,0,0,0,NaN,NaN,4,2,6,2,0,0,0.5,1.5,3,0,0,0,0,0,NaN,0,0,0.60000000000000010.0,0,0,0,0,0,0,4,2,6,2,0,0,0,0,0,0,0,0,0,0.6
00-0031549,Nelson Agholor,PHI,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,8,6,0,86,10,0,35,1,0,0,0,0,0,0,0,0,0,14.6,0,0,NaN,0,0,0,0,0,NaN,NaN,8,6,86,35,1,0,0.75,10.75,14.33333333,0,0,0,1,0,NaN,0,0,14.60.0,0,0,0,0,0,0,8,6,86,35,1,0,0,0,0,0,0,0,0,14.6
00-0031558,Maxx Williams,BAL,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0.5,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,5,9,0,0,1,5,5,0,0,0,0,0,NaN,0,0,0.50.0,0,0,0,0,0,0,1,1,5,9,0,0,0,0,0,0,0,0,0,0.5
00-0031577,Javorius Allen,BAL,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,71,3,0,0,0,0,0,7.1,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,21,71,0,0,0,Infinity,0,0,7.10000000000000050.0,0,0,0,0,0,0,1,0,0,0,0,0,21,71,0,0,0,0,0,7.1
00-0031588,Stefon Diggs,MIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,7,6,0,91,13,0,18,2,0,1,-6,-6,0,0,0,0,0,20.5,0,0,NaN,0,0,0,0,0,NaN,NaN,7,6,91,18,2,0,0.857142857,13,15.16666667,1,-6,0,2,0,#NAME?,0,0,20.50.0,0,0,0,0,0,0,7,6,91,18,2,0,1,-6,0,0,0,0,0,20.5
00-0031595,Michael Burton,CHI,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0.7,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,1,7,0,0,0,Infinity,0,0,0.70000000000000010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0.7
00-0031598,Nick Boyle,BAL,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,14,14,0,14,0,0,0,0,0,0,0,0,0,0,1.4,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,14,14,0,0,1,14,14,0,0,0,0,0,NaN,0,0,1.40000000000000010.0,0,0,0,0,0,0,1,1,14,14,0,0,0,0,0,0,0,0,0,1.4
00-0031609,A.J. Derby,DEN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,3,1,34,11,0,14,0,0,0,0,0,0,0,0,0,0,3.4,0,0,NaN,0,0,0,0,0,NaN,NaN,3,3,34,14,0,0,1,11.33333333,11.33333333,0,0,0,0,0,NaN,0,0,3.40000000000000040.0,0,0,0,0,0,0,3,3,34,14,0,0,0,0,0,0,0,0,0,3.4
00-0031687,Raheem Mostert,SF,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031690,Eric Tomlinson,NYJ,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,25,12,0,5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,25,5,0,0,1,12.5,12.5,0,0,0,0,0,NaN,0,0,2.50.0,0,0,0,0,0,0,2,2,25,5,0,0,0,0,0,0,0,0,0,2.5
00-0031782,Eli Rogers,PIT,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,2,0,11,2,0,7,0,0,0,0,0,0,0,0,0,0,1.1,0,0,NaN,0,0,0,0,0,NaN,NaN,4,2,11,7,0,0,0.5,2.75,5.5,0,0,0,0,0,NaN,0,0,1.10.0,0,0,0,0,0,0,4,2,11,7,0,0,0,0,0,0,0,0,0,1.1
00-0031806,Malcolm Brown,LA,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,2,0,1,0,0,0,7.6,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,7,16,0,0,0,Infinity,0,0,7.60.0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,1,0,0,0,7.6
00-0031868,Damiere Byrd,CAR,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031941,Jamison Crowder,WAS,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,7,3,0,14,2,0,3,0,0,0,0,0,0,0,0,1,1,-0.6,0,0,NaN,0,0,0,0,0,NaN,NaN,7,3,14,3,0,0,0.428571429,2,4.666666667,0,0,0,0,0,NaN,1,1,-0.59999999999999990.0,0,0,0,0,0,0,7,3,14,3,0,0,0,0,0,0,0,1,1,-0.6
00-0031951,James O'Shaughnessy,JAX,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,18,18,0,13,0,0,0,0,0,0,0,0,0,0,1.8,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,18,13,0,0,1,18,18,0,0,0,0,0,NaN,0,0,1.80.0,0,0,0,0,0,0,1,1,18,13,0,0,0,0,0,0,0,0,0,1.8
00-0032004,Will Tye,NYJ,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,3,1,34,11,0,19,0,0,0,0,0,0,0,0,0,0,3.4,0,0,NaN,0,0,0,0,0,NaN,NaN,3,3,34,19,0,0,1,11.33333333,11.33333333,0,0,0,0,0,NaN,0,0,3.40000000000000040.0,0,0,0,0,0,0,3,3,34,19,0,0,0,0,0,0,0,0,0,3.4
00-0032054,Breshad Perriman,BAL,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,NaN,0,0,0,0,0,NaN,NaN,4,1,5,0,0,0,0.25,1.25,5,0,0,0,0,0,NaN,0,0,0.50.0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0.5
00-0032055,Devin Funchess,CAR,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,20,10,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,20,5,0,0,1,10,10,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,0,0,2,2,20,5,0,0,0,0,0,0,0,0,0,2
00-0032058,Tevin Coleman,ATL,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,4,0,42,7,0,29,0,0,8,16,2,0,0,0,0,0,5.8,0,0,NaN,0,0,0,0,0,NaN,NaN,6,4,42,29,0,0,0.666666667,7,10.5,8,16,0,0,0,Infinity,0,0,5.8000000000000010.0,0,0,0,0,0,0,6,4,42,29,0,0,8,16,0,0,0,0,0,5.8
00-0032104,Ameer Abdullah,DET,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,3,0,11,2,0,6,0,0,15,30,2,0,0,0,0,0,4.1,0,0,NaN,0,0,0,0,0,NaN,NaN,4,3,11,6,0,0,0.75,2.75,3.666666667,15,30,0,0,0,Infinity,0,0,4.10.0,0,0,0,0,0,0,4,3,11,6,0,0,15,30,0,0,0,0,0,4.1
00-0032112,J.J. Nelson,ARI,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,5,0,43,7,0,0,1,0,0,0,0,0,0,0,0,0,10.3,0,0,NaN,0,0,0,0,0,NaN,NaN,6,5,43,0,1,0,0.833333333,7.166666667,8.6,0,0,0,1,0,NaN,0,0,10.30.0,0,0,0,0,0,0,6,5,43,0,1,0,0,0,0,0,0,0,0,10.3
00-0032117,Nick O'Leary,BUF,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,1,0,22,11,0,15,0,0,0,0,0,0,0,0,0,0,2.2,0,0,NaN,0,0,0,0,0,NaN,NaN,2,1,22,15,0,0,0.5,11,22,0,0,0,0,0,NaN,0,0,2.20.0,0,0,0,0,0,0,2,1,22,15,0,0,0,0,0,0,0,0,0,2.2
00-0032128,Chris Conley,KC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,4,2,0,43,10,0,19,0,0,0,0,0,0,0,0,0,0,4.3,0,0,NaN,0,0,0,0,0,NaN,NaN,4,2,43,19,0,0,0.5,10.75,21.5,0,0,0,0,0,NaN,0,0,4.30.0,0,0,0,0,0,0,4,2,43,19,0,0,0,0,0,0,0,0,0,4.3
00-0032135,Jesse James,PIT,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,8,6,0,41,5,0,26,2,0,0,0,0,0,0,0,0,0,16.1,0,0,NaN,0,0,0,0,0,NaN,NaN,8,6,41,26,2,0,0.75,5.125,6.833333333,0,0,0,2,0,NaN,0,0,16.10.0,0,0,0,0,0,0,8,6,41,26,2,0,0,0,0,0,0,0,0,16.1
00-0032144,Melvin Gordon,LAC,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,5,0,25,4,0,26,1,0,18,54,3,0,0,0,0,0,13.9,0,0,NaN,0,0,0,0,0,NaN,NaN,6,5,25,26,1,0,0.833333333,4.166666667,5,18,54,0,1,0,Infinity,0,0,13.90.0,0,0,0,0,0,0,6,5,25,26,1,0,18,54,0,0,0,0,0,13.9
00-0032156,Trevor Siemian,DEN,QB,2017,1,TRUE,28,17,0,219,7,12,1,2,0,0,0,0,0,0,0,0,0,0,0,6,19,3,0,1,0,0,0,22.66,28,17,1.647058824,219,1,2,0,0,7.821428571,12.88235294,0,0,0,0,0,0,NaN,NaN,NaN,6,19,0,0,0,0.678571429,0,0,22.65999999999999728.0,17,219,1,2,0,0,0,0,0,0,0,0,6,19,0,1,0,0,0,22.66
00-0032160,Tyrell Williams,LAC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,7,5,0,54,7,0,21,0,0,0,0,0,0,0,0,0,0,5.4,0,0,NaN,0,0,0,0,0,NaN,NaN,7,5,54,21,0,0,0.714285714,7.714285714,10.8,0,0,0,0,0,NaN,0,0,5.40.0,0,0,0,0,0,0,7,5,54,21,0,0,0,0,0,0,0,0,0,5.4
00-0032187,David Johnson,ARI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,9,6,0,68,7,0,47,0,0,11,23,2,0,0,0,2,1,6.1,0,0,NaN,0,0,0,0,0,NaN,NaN,9,6,68,47,0,0,0.666666667,7.555555556,11.33333333,11,23,0,0,0,Infinity,2,1,6.1000000000000010.0,0,0,0,0,0,0,9,6,68,47,0,0,11,23,0,0,0,2,1,6.1
00-0032188,Vince Mayle,BAL,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032200,Ty Montgomery,GB,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,4,1,39,9,0,50,0,0,19,54,2,0,1,0,0,0,15.3,0,0,NaN,0,0,0,0,0,NaN,NaN,4,4,39,50,0,0,1,9.75,9.75,19,54,0,0,0,Infinity,0,0,15.30.0,0,0,0,0,0,0,4,4,39,50,0,0,19,54,0,1,0,0,0,15.3
00-0032208,Phillip Dorsett,NE,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032211,Tyler Lockett,SEA,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,NaN,0,0,0,0,0,NaN,NaN,3,1,8,0,0,0,0.333333333,2.666666667,8,0,0,0,0,0,NaN,0,0,0.80.0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0.8
00-0032214,Tyler Kroft,CIN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,5,0,0,0,1,5,5,0,0,0,0,0,NaN,0,0,0.50.0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0.5
00-0032227,Jeff Heuerman,DEN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,1,0,20,10,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,0,0,NaN,NaN,2,1,20,5,0,0,0.5,10,20,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,0,0,2,1,20,5,0,0,0,0,0,0,0,0,0,2
00-0032241,Todd Gurley,LA,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,6,5,0,56,9,0,55,0,0,18,39,2,0,1,0,1,0,14.5,0,0,NaN,0,0,0,0,0,NaN,NaN,6,5,56,55,0,0,0.833333333,9.333333333,11.2,18,39,0,0,0,Infinity,1,0,14.50.0,0,0,0,0,0,0,6,5,56,55,0,0,18,39,0,1,0,1,0,14.5
00-0032245,Sean Mannion,LA,QB,2017,1,TRUE,1,1,1,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-7,-2,0,0,0,0,0,-0.22,1,1,1,12,0,0,0,0,12,12,0,0,0,0,0,0,NaN,NaN,NaN,3,-7,0,0,0,-7,0,0,-0.220000000000000081.0,1,12,0,0,0,0,0,0,0,0,0,0,3,-7,0,0,0,0,0,-0.22
00-0032250,Kasen Williams,CLE,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032257,Duke Johnson,CLE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,2,0,20,4,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,0,0,NaN,NaN,5,2,20,9,0,0,0.4,4,10,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,0,0,5,2,20,9,0,0,0,0,0,0,0,0,0,2
00-0032268,Marcus Mariota,TEN,QB,2017,1,TRUE,41,25,0,256,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8,0,1,0,0,0,18.84,41,25,1.64,256,0,0,0,0,6.243902439,10.24,0,0,0,0,0,0,NaN,NaN,NaN,3,26,0,0,0,0.634146341,0,0,18.8441.0,25,256,0,0,0,0,0,0,0,0,0,0,3,26,0,1,0,0,0,18.84
00-0032319,Ross Travis,KC,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032371,Rob Kelley,WAS,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,30,3,0,0,0,0,0,3,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,10,30,0,0,0,Infinity,0,0,3.00.0,0,0,0,0,0,0,1,0,0,0,0,0,10,30,0,0,0,0,0,3
00-0032385,Sterling Shepard,NYG,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,8,7,0,44,5,0,18,0,0,1,6,6,0,0,0,1,0,4,0,0,NaN,0,0,0,0,0,NaN,NaN,8,7,44,18,0,0,0.875,5.5,6.285714286,1,6,0,0,0,Infinity,1,0,4.00.0,0,0,0,0,0,0,8,7,44,18,0,0,1,6,0,0,0,1,0,4
00-0032392,Austin Hooper,ATL,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,128,64,0,83,1,0,0,0,0,0,0,0,0,0,18.8,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,128,83,1,0,1,64,64,0,0,0,1,0,NaN,0,0,18.80.0,0,0,0,0,0,0,2,2,128,83,1,0,0,0,0,0,0,0,0,18.8
00-0032393,C.J. Prosise,SEA,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,0,0,0,0,0,1.1,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,4,11,0,0,0,Infinity,0,0,1.10.0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1.1
00-0032394,Nick Vannett,SEA,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,10,4,0,0,1,10,10,0,0,0,0,0,NaN,0,0,1.00.0,0,0,0,0,0,0,1,1,10,4,0,0,0,0,0,0,0,0,0,1
00-0032398,Chris Moore,BAL,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032404,Tyler Ervin,HOU,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,4,0,18,3,0,9,0,0,3,8,2,0,0,0,0,0,2.6,0,0,NaN,0,0,0,0,0,NaN,NaN,5,4,18,9,0,0,0.8,3.6,4.5,3,8,0,0,0,Infinity,0,0,2.60.0,0,0,0,0,0,0,5,4,18,9,0,0,3,8,0,0,0,0,0,2.6
00-0032417,Paul Perkins,NYG,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,9,3,0,13,0,0,7,16,2,0,0,0,0,0,2.5,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,9,13,0,0,0.666666667,3,4.5,7,16,0,0,0,Infinity,0,0,2.50.0,0,0,0,0,0,0,3,2,9,13,0,0,7,16,0,0,0,0,0,2.5
00-0032423,Trevor Davis,GB,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032429,Jerell Adams,NYG,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032430,David Morgan,MIN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032431,Jake Rudock,DET,QB,2017,1,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,1,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00-0032450,Dwayne Washington,DET,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,3,0,0,0,0,0,2.2,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,6,22,0,0,0,Infinity,0,0,2.20.0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,2.2
00-0032464,Kalif Raymond,NYJ,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,2,0,-2.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2
00-0032475,Tanner McEvoy,SEA,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032543,Alex Erickson,CIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032659,Roger Lewis,NYG,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,4,0,54,9,0,9,0,0,0,0,0,0,0,0,0,0,5.4,0,0,NaN,0,0,0,0,0,NaN,NaN,6,4,54,9,0,0,0.666666667,9,13.5,0,0,0,0,0,NaN,0,0,5.40.0,0,0,0,0,0,0,6,4,54,9,0,0,0,0,0,0,0,0,0,5.4
00-0032688,Robby Anderson,NYJ,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,1,0,8,4,0,22,2,0,12,0,0,0,0,0,0,0,0,0,0,4.2,0,0,NaN,0,0,0,1,0,NaN,NaN,8,4,22,12,0,0,0.5,2.75,5.5,0,0,0,0,0,NaN,0,0,4.20.0,0,0,0,0,1,0,8,4,22,12,0,0,0,0,0,0,0,0,0,4.2
